Artist,Country,Type,Gender,Rating,Tags
Adam Port,,Person,Male,"{'votes-count': 0, 'value': None}",[]
STRYV,,Person,Male,"{'value': None, 'votes-count': 0}",[]
Malachiii,,,,"{'votes-count': 0, 'value': None}",[]
twenty one pilots,US,Group,,"{'votes-count': 6, 'value': 4.65}","[{'name': 'alternative electronic', 'count': 1}, {'count': 6, 'name': 'alternative hip hop'}, {'count': 1, 'name': 'alternative pop'}, {'count': 7, 'name': 'alternative rap'}, {'count': 14, 'name': 'alternative rock'}, {'name': 'electropop', 'count': 4}, {'count': 2, 'name': 'hip hop'}, {'name': 'indie', 'count': 2}, {'name': 'indie pop', 'count': 8}, {'count': 2, 'name': 'indietronica'}, {'name': 'piano rock', 'count': 1}, {'count': 2, 'name': 'pop rap'}, {'count': 5, 'name': 'rap'}]"
Ariana Grande,US,Person,Female,"{'votes-count': 11, 'value': 4.25}","[{'name': 'contemporary r&b', 'count': 2}, {'count': 3, 'name': 'dance-pop'}, {'count': 18, 'name': 'pop'}, {'count': 5, 'name': 'r&b'}, {'name': 'trap soul', 'count': 1}]"
Tate McRae,CA,Person,Female,"{'votes-count': 0, 'value': None}","[{'count': 2, 'name': '2020s'}, {'count': 2, 'name': 'dance-pop'}, {'count': 4, 'name': 'pop'}, {'name': 'pop rock', 'count': 1}]"
The Marías,,Group,,"{'value': None, 'votes-count': 0}","[{'count': 1, 'name': 'dream pop'}, {'name': 'indie pop', 'count': 2}, {'name': 'lo-fi', 'count': 1}, {'name': 'psychedelic pop', 'count': 1}]"
Jung Kook,KR,Person,Male,"{'votes-count': 1, 'value': 5}","[{'count': 2, 'name': 'edm'}, {'count': 2, 'name': 'k-pop'}, {'name': 'pop', 'count': 2}, {'count': 2, 'name': 'r&b'}]"
Latto,US,Person,Female,"{'votes-count': 0, 'value': None}","[{'name': 'pop rap', 'count': 1}, {'count': 1, 'name': 'trap'}]"
Katy Perry,US,Person,Female,"{'votes-count': 16, 'value': 3.5}","[{'count': 1, 'name': '2010s'}, {'count': 2, 'name': 'bubblegum pop'}, {'count': 1, 'name': 'camp'}, {'count': 1, 'name': 'dance-pop'}, {'name': 'disco', 'count': 1}, {'count': 2, 'name': 'electropop'}, {'count': 13, 'name': 'pop'}, {'count': 2, 'name': 'pop rock'}]"
Peso Pluma,MX,Person,Male,"{'value': None, 'votes-count': 0}","[{'name': 'corrido tumbado', 'count': 1}, {'count': 1, 'name': 'regional mexicano'}]"
Neton Vega,,Person,Male,"{'votes-count': 1, 'value': 5}","[{'name': 'corrido tumbado', 'count': 1}, {'name': 'regional mexicano', 'count': 1}]"
Michael Bublé,CA,Person,Male,"{'value': 4, 'votes-count': 3}","[{'name': 'big band', 'count': 1}, {'name': 'canadian', 'count': 2}, {'count': 1, 'name': 'crazy love'}, {'count': 1, 'name': 'easy listening'}, {'count': 1, 'name': 'easy listening soundtracks and musicals'}, {'name': 'jazz', 'count': 5}, {'name': 'music for soccer moms', 'count': 1}, {'count': 1, 'name': 'pop'}, {'count': 1, 'name': 'swing'}]"
The Weeknd,CA,Person,Male,"{'votes-count': 7, 'value': 4.85}","[{'count': 2, 'name': '2010s'}, {'count': 2, 'name': '2020s'}, {'count': 4, 'name': 'alternative r&b'}, {'name': 'contemporary r&b', 'count': 5}, {'count': 3, 'name': 'dance-pop'}, {'name': 'hypnagogic pop', 'count': 1}, {'name': 'r&b', 'count': 7}, {'name': 'synth-pop', 'count': 3}]"
Daft Punk,FR,Group,,"{'votes-count': 25, 'value': 4.7}","[{'name': 'dance', 'count': 2}, {'count': 2, 'name': 'disco'}, {'name': 'electro house', 'count': 2}, {'name': 'electroclash', 'count': 1}, {'name': 'electronic', 'count': 28}, {'count': 1, 'name': 'european'}, {'count': 2, 'name': 'film score'}, {'count': 6, 'name': 'french'}, {'count': 1, 'name': 'french electro'}, {'count': 9, 'name': 'french house'}, {'name': 'french touch', 'count': 2}, {'count': 1, 'name': 'funk'}, {'count': 13, 'name': 'house'}, {'count': 2, 'name': 'nu-disco'}, {'name': 'synthpop', 'count': 1}, {'count': 1, 'name': 'vocoder'}]"
Juice WRLD,US,Person,Male,"{'votes-count': 3, 'value': 5}","[{'name': '2020s', 'count': 1}, {'count': 1, 'name': 'cloud rap'}, {'name': 'emo rap', 'count': 3}, {'name': 'hip hop', 'count': 4}, {'name': 'look again', 'count': 1}, {'count': 2, 'name': 'rap'}, {'name': 'trap', 'count': 2}]"
Ed Sheeran,GB,Person,Male,"{'votes-count': 5, 'value': 4.4}","[{'name': '2010s', 'count': 1}, {'name': 'dance-pop', 'count': 3}, {'count': 3, 'name': 'folk'}, {'count': 5, 'name': 'folk pop'}, {'count': 2, 'name': 'guitarist'}, {'count': 2, 'name': 'music for soccer moms'}, {'name': 'pop', 'count': 9}, {'count': 2, 'name': 'singer'}, {'count': 2, 'name': 'singer-songwriter'}, {'count': 2, 'name': 'uk'}]"
Britney Spears,US,Person,Female,"{'votes-count': 16, 'value': 4.15}","[{'count': 2, 'name': '2000s'}, {'count': 5, 'name': 'american'}, {'name': 'dance-pop', 'count': 3}, {'name': 'electro house', 'count': 2}, {'name': 'electropop', 'count': 2}, {'name': 'pop', 'count': 18}, {'name': 'teen pop', 'count': 5}, {'name': 'y2k', 'count': 1}]"
Kendrick Lamar,US,Person,Male,"{'votes-count': 9, 'value': 4.1}","[{'count': 1, 'name': 'alternative hip hop'}, {'count': 8, 'name': 'conscious hip hop'}, {'name': 'hardcore hip hop', 'count': 4}, {'count': 13, 'name': 'hip hop'}, {'count': 7, 'name': 'jazz rap'}, {'name': 'pop', 'count': 3}, {'name': 'pop rap', 'count': 2}, {'name': 'rap', 'count': 3}, {'name': 'trap', 'count': 1}, {'name': 'west coast hip hop', 'count': 6}]"
Kendrick Lamar,US,Person,Male,"{'value': 4.1, 'votes-count': 9}","[{'count': 1, 'name': 'alternative hip hop'}, {'count': 8, 'name': 'conscious hip hop'}, {'name': 'hardcore hip hop', 'count': 4}, {'count': 13, 'name': 'hip hop'}, {'name': 'jazz rap', 'count': 7}, {'name': 'pop', 'count': 3}, {'count': 2, 'name': 'pop rap'}, {'count': 3, 'name': 'rap'}, {'name': 'trap', 'count': 1}, {'name': 'west coast hip hop', 'count': 6}]"
Dody6,,Person,Male,"{'value': None, 'votes-count': 0}",[]
Chappell Roan,US,Person,Female,"{'value': 5, 'votes-count': 2}","[{'count': 4, 'name': 'alternative pop'}, {'count': 4, 'name': 'dance-pop'}, {'name': 'gay pop', 'count': 2}, {'count': 3, 'name': 'indie pop'}, {'count': 3, 'name': 'pop'}, {'name': 'queer', 'count': 7}, {'count': 6, 'name': 'synth-pop'}]"
Eminem,US,Person,Male,"{'votes-count': 44, 'value': 4.25}","[{'name': '2000s', 'count': 1}, {'count': 1, 'name': '2008 universal fire victim'}, {'name': '90s', 'count': 1}, {'count': 2, 'name': 'boom bap'}, {'name': 'conscious hip hop', 'count': 2}, {'count': 8, 'name': 'detroit'}, {'count': 6, 'name': 'detroit hip hop'}, {'count': 5, 'name': 'hardcore hip hop'}, {'count': 34, 'name': 'hip hop'}, {'count': 3, 'name': 'hip-hop'}, {'name': 'horrorcore', 'count': 1}, {'count': 4, 'name': 'midwest hip hop'}, {'count': 5, 'name': 'pop rap'}, {'count': 14, 'name': 'rap'}, {'count': 1, 'name': 'rap god'}, {'name': 'relic inn', 'count': 1}, {'count': 1, 'name': 'trap'}]"
Journey,US,Group,,"{'value': 4.35, 'votes-count': 6}","[{'name': 'aor', 'count': 4}, {'count': 3, 'name': 'arena rock'}, {'count': 1, 'name': 'estados unidos'}, {'count': 4, 'name': 'hard rock'}, {'name': 'pop rock', 'count': 1}, {'name': 'prog related', 'count': 1}, {'name': 'rock', 'count': 8}, {'name': 'soft rock', 'count': 1}]"
Radiohead,GB,Group,,"{'value': 4.5, 'votes-count': 73}","[{'name': 'alternative', 'count': 1}, {'count': 33, 'name': 'alternative rock'}, {'count': 3, 'name': 'art pop'}, {'count': 21, 'name': 'art rock'}, {'name': 'british', 'count': 12}, {'count': 1, 'name': 'britpop'}, {'count': 9, 'name': 'electronic'}, {'count': 1, 'name': 'electronic rock'}, {'name': 'experimental rock', 'count': 8}, {'count': 3, 'name': 'indie rock'}, {'count': 2, 'name': 'post-britpop'}, {'count': 1, 'name': 'post-grunge'}, {'count': 13, 'name': 'rock'}]"
Chezile,,Person,Male,"{'value': None, 'votes-count': 0}","[{'count': 1, 'name': 'bedroom pop'}, {'count': 1, 'name': 'indie pop'}]"
Sabrina Carpenter,US,Person,Female,"{'votes-count': 4, 'value': 5}","[{'count': 1, 'name': 'alternative pop'}, {'count': 1, 'name': 'electropop'}, {'count': 4, 'name': 'pop'}]"
Laufey,IS,Person,Female,"{'value': 5, 'votes-count': 1}","[{'name': 'bossa nova', 'count': 1}, {'count': 1, 'name': 'easy listening'}, {'name': 'jazz', 'count': 2}, {'count': 2, 'name': 'jazz pop'}, {'name': 'singer-songwriter', 'count': 3}, {'name': 'vocal jazz', 'count': 1}]"
Tyla,GB,Person,Male,"{'votes-count': 1, 'value': 5}","[{'count': 1, 'name': 'spike'}]"
Thurl Ravenscroft,US,Person,Male,"{'votes-count': 0, 'value': None}",[]
Ariana Grande,US,Person,Female,"{'votes-count': 11, 'value': 4.25}","[{'name': 'contemporary r&b', 'count': 2}, {'count': 3, 'name': 'dance-pop'}, {'name': 'pop', 'count': 18}, {'count': 5, 'name': 'r&b'}, {'count': 1, 'name': 'trap soul'}]"
Cynthia Erivo,GB,Person,Female,"{'value': None, 'votes-count': 0}","[{'name': 'soul', 'count': 1}]"
Lewis Capaldi,GB,Person,Male,"{'votes-count': 1, 'value': 5}","[{'name': 'blue-eyed soul', 'count': 1}, {'count': 3, 'name': 'pop'}, {'name': 'singer-songwriter', 'count': 2}]"
Andy Williams,US,Person,Male,"{'value': 3.5, 'votes-count': 2}","[{'name': 'christmas music', 'count': 1}, {'count': 1, 'name': 'easy listening'}, {'name': 'easy listening soundtracks and musicals', 'count': 1}, {'name': 'jazz', 'count': 1}]"
Charli xcx,,Person,Female,"{'votes-count': 2, 'value': 4.5}","[{'count': 1, 'name': '2010s'}, {'count': 1, 'name': '2020s'}, {'name': 'bubblegum bass', 'count': 1}, {'name': 'dance-pop', 'count': 10}, {'count': 1, 'name': 'deconstructed club'}, {'count': 6, 'name': 'electronic'}, {'count': 12, 'name': 'electropop'}, {'count': 1, 'name': 'europop'}, {'count': 1, 'name': 'experimental hip hop'}, {'name': 'hyperpop', 'count': 8}, {'name': 'pc music', 'count': 3}, {'count': 3, 'name': 'pop'}, {'name': 'synth-pop', 'count': 7}, {'count': 4, 'name': 'uk'}]"
Billie Eilish,US,Person,Female,"{'votes-count': 9, 'value': 3.65}","[{'name': '2010s', 'count': 1}, {'count': 1, 'name': '2020s'}, {'count': 2, 'name': 'alt-pop'}, {'count': 12, 'name': 'alternative pop'}, {'count': 4, 'name': 'alternative r&b'}, {'name': 'art pop', 'count': 3}, {'name': 'bedroom pop', 'count': 2}, {'name': 'contemporary r&b', 'count': 2}, {'name': 'dark pop', 'count': 7}, {'name': 'electronic', 'count': 1}, {'name': 'electropop', 'count': 11}, {'name': 'indie pop', 'count': 2}, {'name': 'pity pop', 'count': 3}, {'name': 'pop', 'count': 6}, {'name': 'pop rock', 'count': 1}, {'count': 1, 'name': 'queer'}, {'count': 3, 'name': 'singer-songwriter'}]"
Taylor Swift,US,Person,Female,"{'votes-count': 28, 'value': 4.05}","[{'name': '2000s', 'count': 2}, {'name': '2010s', 'count': 6}, {'count': 6, 'name': '2020s'}, {'count': 1, 'name': 'alternative pop'}, {'name': 'artist of the decade', 'count': 2}, {'count': 5, 'name': 'contemporary country'}, {'name': 'country', 'count': 20}, {'count': 19, 'name': 'country pop'}, {'name': 'cultural icon', 'count': 1}, {'count': 1, 'name': 'electropop'}, {'name': 'female vocals', 'count': 10}, {'count': 6, 'name': 'icon'}, {'name': 'indie folk', 'count': 2}, {'count': 2, 'name': 'late 2000s'}, {'name': 'nuno', 'count': 1}, {'count': 34, 'name': 'pop'}, {'count': 6, 'name': 'pop rock'}, {'name': 're-recording', 'count': 1}, {'name': 'singer-songwriter', 'count': 5}, {'name': 'singer/songwriter', 'count': 14}, {'name': 'synth-pop', 'count': 4}]"
Post Malone,US,Person,Male,"{'value': 5, 'votes-count': 1}","[{'name': '2010s', 'count': 1}, {'name': '2020s', 'count': 1}, {'count': 1, 'name': 'contemporary r&b'}, {'name': 'country', 'count': 1}, {'name': 'english', 'count': 1}, {'name': 'hip hop', 'count': 5}, {'count': 2, 'name': 'pop rap'}, {'count': 2, 'name': 'trap'}]"
박효신,KR,Person,Male,"{'value': None, 'votes-count': 0}","[{'name': 'korean ballad', 'count': 1}]"
yung kai,,Person,,"{'votes-count': 0, 'value': None}",[]
Don Toliver,US,Person,Male,"{'votes-count': 0, 'value': None}","[{'count': 1, 'name': 'hip hop'}]"
Zach Bryan,US,Person,Male,"{'votes-count': 0, 'value': None}","[{'count': 3, 'name': 'country'}, {'count': 1, 'name': 'nuno'}]"
Kacey Musgraves,US,Person,Female,"{'votes-count': 2, 'value': 4}","[{'count': 1, 'name': 'alternative country'}, {'name': 'americana', 'count': 1}, {'count': 1, 'name': 'contemporary country'}, {'count': 3, 'name': 'country'}, {'count': 2, 'name': 'country pop'}, {'name': 'easy listening', 'count': 1}]"
Peso Pluma,MX,Person,Male,"{'votes-count': 0, 'value': None}","[{'name': 'corrido tumbado', 'count': 1}, {'name': 'regional mexicano', 'count': 1}]"
Bruce Springsteen,US,Person,Male,"{'value': 4.4, 'votes-count': 15}","[{'count': 2, 'name': 'american'}, {'name': 'americana', 'count': 5}, {'name': 'aor', 'count': 1}, {'name': 'contemporary folk', 'count': 1}, {'count': 1, 'name': 'estados unidos'}, {'count': 2, 'name': 'folk'}, {'name': 'heartland rock', 'count': 9}, {'name': 'pop rock', 'count': 3}, {'name': 'rock', 'count': 14}, {'name': 'rock and roll', 'count': 1}, {'name': 'singer-songwriter', 'count': 5}]"
Post Malone,US,Person,Male,"{'votes-count': 1, 'value': 5}","[{'count': 1, 'name': '2010s'}, {'count': 1, 'name': '2020s'}, {'count': 1, 'name': 'contemporary r&b'}, {'name': 'country', 'count': 1}, {'name': 'english', 'count': 1}, {'count': 5, 'name': 'hip hop'}, {'name': 'pop rap', 'count': 2}, {'name': 'trap', 'count': 2}]"
Swae Lee,US,Person,Male,"{'votes-count': 0, 'value': None}","[{'name': 'hip hop', 'count': 1}, {'name': 'pop rap', 'count': 1}, {'name': 'trap', 'count': 1}]"
The Jacksons,US,Group,,"{'votes-count': 6, 'value': 3.85}","[{'count': 1, 'name': 'bubblegum pop'}, {'name': 'funk', 'count': 2}, {'name': 'pop', 'count': 2}, {'count': 3, 'name': 'pop soul'}, {'count': 3, 'name': 'soul'}]"
Mariah Carey,US,Person,Female,"{'votes-count': 13, 'value': 4.4}","[{'count': 1, 'name': '1990s'}, {'name': '2000s', 'count': 1}, {'name': '90s', 'count': 1}, {'name': 'adult contemporary', 'count': 1}, {'name': 'christmas music', 'count': 3}, {'count': 8, 'name': 'contemporary r&b'}, {'count': 6, 'name': 'dance-pop'}, {'name': 'easy listening', 'count': 1}, {'name': 'english', 'count': 1}, {'name': 'hip hop', 'count': 1}, {'name': 'pop', 'count': 11}, {'count': 1, 'name': 'pop soul'}, {'name': 'quiet storm', 'count': 1}, {'count': 1, 'name': 'r&b'}, {'count': 5, 'name': 'soul'}]"
Stephen Sanchez,US,Person,Male,"{'value': None, 'votes-count': 0}","[{'name': 'folk pop', 'count': 1}, {'count': 1, 'name': 'jangle pop'}, {'name': 'pop', 'count': 1}]"
Imagine Dragons,US,Group,,"{'votes-count': 8, 'value': 4.25}","[{'name': 'alternative pop', 'count': 2}, {'name': 'alternative rock', 'count': 15}, {'count': 1, 'name': 'electropop'}, {'name': 'indie pop', 'count': 8}, {'count': 1, 'name': 'indietronica'}, {'count': 5, 'name': 'pop'}, {'name': 'pop rock', 'count': 10}]"
Taylor Swift,US,Person,Female,"{'votes-count': 28, 'value': 4.05}","[{'name': '2000s', 'count': 2}, {'name': '2010s', 'count': 6}, {'count': 6, 'name': '2020s'}, {'name': 'alternative pop', 'count': 1}, {'name': 'artist of the decade', 'count': 2}, {'name': 'contemporary country', 'count': 5}, {'count': 20, 'name': 'country'}, {'count': 19, 'name': 'country pop'}, {'name': 'cultural icon', 'count': 1}, {'name': 'electropop', 'count': 1}, {'count': 10, 'name': 'female vocals'}, {'name': 'icon', 'count': 6}, {'name': 'indie folk', 'count': 2}, {'count': 2, 'name': 'late 2000s'}, {'name': 'nuno', 'count': 1}, {'name': 'pop', 'count': 34}, {'name': 'pop rock', 'count': 6}, {'name': 're-recording', 'count': 1}, {'name': 'singer-songwriter', 'count': 5}, {'count': 14, 'name': 'singer/songwriter'}, {'count': 4, 'name': 'synth-pop'}]"
Frank Ocean,US,Person,Male,"{'votes-count': 3, 'value': 5}","[{'count': 1, 'name': 'alternative r&b'}, {'name': 'contemporary r&b', 'count': 2}, {'count': 1, 'name': 'pop'}, {'name': 'queer', 'count': 2}, {'count': 1, 'name': 'r&b'}, {'name': 'rnb', 'count': 2}, {'count': 1, 'name': 'server name'}]"
The Jacksons,US,Group,,"{'value': 3.85, 'votes-count': 6}","[{'name': 'bubblegum pop', 'count': 1}, {'name': 'funk', 'count': 2}, {'name': 'pop', 'count': 2}, {'name': 'pop soul', 'count': 3}, {'count': 3, 'name': 'soul'}]"
Tito Double P,,Person,Male,"{'value': 5, 'votes-count': 1}","[{'name': 'corrido', 'count': 1}, {'count': 1, 'name': 'latin'}, {'count': 1, 'name': 'regional mexicano'}]"
Chino Pacas,MX,Person,Male,"{'votes-count': 0, 'value': None}",[]
Zach Bryan,US,Person,Male,"{'value': None, 'votes-count': 0}","[{'name': 'country', 'count': 3}, {'name': 'nuno', 'count': 1}]"
Linkin Park,US,Group,,"{'value': 4.35, 'votes-count': 40}","[{'count': 3, 'name': 'alt rock'}, {'name': 'alternative metal', 'count': 2}, {'name': 'alternative rock', 'count': 3}, {'count': 2, 'name': 'american'}, {'name': 'art rock', 'count': 1}, {'name': 'electropop', 'count': 1}, {'name': 'metal', 'count': 10}, {'name': 'nu metal', 'count': 24}, {'count': 1, 'name': 'pop rock'}, {'name': 'rap metal', 'count': 4}, {'count': 10, 'name': 'rap rock'}, {'count': 2, 'name': 'rapcore'}, {'name': 'rock', 'count': 12}, {'count': 1, 'name': 'usa'}]"
Laufey,IS,Person,Female,"{'votes-count': 1, 'value': 5}","[{'name': 'bossa nova', 'count': 1}, {'name': 'easy listening', 'count': 1}, {'count': 2, 'name': 'jazz'}, {'name': 'jazz pop', 'count': 2}, {'name': 'singer-songwriter', 'count': 3}, {'name': 'vocal jazz', 'count': 1}]"
*NSYNC,US,Group,,"{'votes-count': 6, 'value': 3.35}","[{'count': 1, 'name': '00s'}, {'count': 1, 'name': '1990s'}, {'name': '2000s', 'count': 1}, {'name': '90s', 'count': 1}, {'name': 'blue-eyed soul', 'count': 1}, {'count': 3, 'name': 'boy band'}, {'name': 'dance-pop', 'count': 2}, {'name': 'pop', 'count': 3}, {'count': 1, 'name': 'pop soul'}, {'name': 'r&b', 'count': 1}, {'name': 'teen pop', 'count': 2}]"
Chase Atlantic,AU,Group,,"{'votes-count': 1, 'value': 5}","[{'count': 1, 'name': '2010s'}, {'name': '2020s', 'count': 1}, {'count': 1, 'name': 'alternative pop'}, {'name': 'alternative rnb', 'count': 1}, {'name': 'electropop', 'count': 1}, {'count': 1, 'name': 'pop rap'}, {'count': 1, 'name': 'trap pop'}]"
Léo Ferré,FR,Person,Male,"{'value': 4, 'votes-count': 5}","[{'name': 'chanson', 'count': 6}, {'count': 3, 'name': 'chanson française'}, {'count': 2, 'name': 'chanson à texte'}, {'count': 1, 'name': 'european'}, {'name': 'france', 'count': 1}, {'count': 1, 'name': 'français'}, {'name': 'french', 'count': 5}, {'count': 1, 'name': 'modern classical'}, {'count': 1, 'name': 'monaco'}, {'name': 'poetry', 'count': 1}, {'name': 'pop', 'count': 1}, {'count': 1, 'name': 'singer/songwriter'}]"
One Direction,,Group,,"{'value': 3.5, 'votes-count': 4}","[{'count': 5, 'name': 'boy band'}, {'count': 2, 'name': 'dance-pop'}, {'name': 'folk pop', 'count': 2}, {'name': 'pop', 'count': 5}, {'count': 2, 'name': 'pop rock'}, {'count': 2, 'name': 'power pop'}, {'name': 'teen pop', 'count': 2}]"
Hozier,IE,Person,Male,"{'value': 3, 'votes-count': 1}","[{'name': 'blues', 'count': 2}, {'name': 'blues rock', 'count': 4}, {'name': 'chamber pop', 'count': 1}, {'count': 1, 'name': 'folk rock'}, {'count': 2, 'name': 'indie rock'}, {'name': 'pop rock', 'count': 1}, {'count': 3, 'name': 'pop soul'}, {'count': 1, 'name': 'rock'}, {'name': 'singer-songwriter', 'count': 1}, {'name': 'soul', 'count': 2}]"
Natanael Cano,,Person,Male,"{'votes-count': 1, 'value': 5}","[{'count': 1, 'name': 'corrido tumbado'}, {'count': 1, 'name': 'regional mexicano'}, {'count': 1, 'name': 'trap latino'}]"
Harry Styles,,Person,Male,"{'value': 5, 'votes-count': 1}","[{'name': '2020s', 'count': 1}, {'count': 1, 'name': 'funk'}, {'name': 'new wave', 'count': 1}, {'name': 'nuno', 'count': 1}, {'count': 6, 'name': 'pop'}, {'name': 'rock', 'count': 2}, {'count': 1, 'name': 'soft rock'}, {'name': 'soul', 'count': 1}, {'count': 1, 'name': 'synth-pop'}]"
The Chainsmokers,US,Group,,"{'votes-count': 2, 'value': 4.5}","[{'count': 1, 'name': '2010s'}, {'count': 1, 'name': 'dance-pop'}, {'count': 3, 'name': 'edm'}, {'count': 4, 'name': 'electro house'}, {'count': 1, 'name': 'electronic'}, {'count': 1, 'name': 'electropop'}, {'count': 1, 'name': 'future bass'}, {'count': 1, 'name': 'satire'}]"
Coldplay,GB,Group,,"{'value': 4.15, 'votes-count': 41}","[{'count': 31, 'name': 'alternative rock'}, {'count': 1, 'name': 'art pop'}, {'count': 1, 'name': 'big music'}, {'count': 11, 'name': 'british'}, {'name': 'britpop', 'count': 1}, {'count': 1, 'name': 'dream pop'}, {'count': 2, 'name': 'piano rock'}, {'count': 11, 'name': 'pop'}, {'name': 'pop rock', 'count': 9}, {'name': 'post-britpop', 'count': 2}, {'name': 'rock', 'count': 4}, {'count': 2, 'name': 'uk'}]"
Kendrick Lamar,US,Person,Male,"{'value': 4.1, 'votes-count': 9}","[{'count': 1, 'name': 'alternative hip hop'}, {'count': 8, 'name': 'conscious hip hop'}, {'name': 'hardcore hip hop', 'count': 4}, {'count': 13, 'name': 'hip hop'}, {'name': 'jazz rap', 'count': 7}, {'name': 'pop', 'count': 3}, {'count': 2, 'name': 'pop rap'}, {'count': 3, 'name': 'rap'}, {'name': 'trap', 'count': 1}, {'name': 'west coast hip hop', 'count': 6}]"
Wallie the Sensei,,,,"{'votes-count': 0, 'value': None}",[]
Roddy Ricch,US,Person,Male,"{'votes-count': 0, 'value': None}","[{'name': 'english', 'count': 1}, {'count': 2, 'name': 'hip hop'}, {'name': 'rap', 'count': 1}, {'name': 'trap', 'count': 1}]"
OneRepublic,US,Group,,"{'votes-count': 3, 'value': 3}","[{'count': 1, 'name': 'folk pop'}, {'count': 3, 'name': 'pop'}, {'name': 'pop rock', 'count': 1}, {'name': 'rock', 'count': 1}]"
Billie Eilish,US,Person,Female,"{'votes-count': 9, 'value': 3.65}","[{'name': '2010s', 'count': 1}, {'count': 1, 'name': '2020s'}, {'count': 2, 'name': 'alt-pop'}, {'count': 12, 'name': 'alternative pop'}, {'count': 4, 'name': 'alternative r&b'}, {'name': 'art pop', 'count': 3}, {'name': 'bedroom pop', 'count': 2}, {'name': 'contemporary r&b', 'count': 2}, {'name': 'dark pop', 'count': 7}, {'name': 'electronic', 'count': 1}, {'name': 'electropop', 'count': 11}, {'name': 'indie pop', 'count': 2}, {'name': 'pity pop', 'count': 3}, {'name': 'pop', 'count': 6}, {'name': 'pop rock', 'count': 1}, {'count': 1, 'name': 'queer'}, {'count': 3, 'name': 'singer-songwriter'}]"
Khalid,US,Person,Male,"{'votes-count': 0, 'value': None}","[{'name': 'contemporary r&b', 'count': 3}, {'count': 1, 'name': 'hip hop'}, {'count': 1, 'name': 'leftfield'}, {'name': 'pop', 'count': 2}, {'name': 'r&b', 'count': 3}, {'name': 'singer-songwriter', 'count': 1}]"
Metro Boomin,US,Person,Male,"{'value': None, 'votes-count': 0}","[{'count': 3, 'name': 'hip hop'}, {'count': 2, 'name': 'trap'}]"
Kendrick Lamar,US,Person,Male,"{'value': 4.1, 'votes-count': 9}","[{'name': 'alternative hip hop', 'count': 1}, {'count': 8, 'name': 'conscious hip hop'}, {'name': 'hardcore hip hop', 'count': 4}, {'count': 13, 'name': 'hip hop'}, {'name': 'jazz rap', 'count': 7}, {'count': 3, 'name': 'pop'}, {'name': 'pop rap', 'count': 2}, {'count': 3, 'name': 'rap'}, {'count': 1, 'name': 'trap'}, {'count': 6, 'name': 'west coast hip hop'}]"
